Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description
Coming soon: Newly Renovated 2 Bedroom Apartment,,"1000 Micmac Blvd., Dartmouth, NS, B3A 4M7",2024-03-06T00:35:09.000Z,a day ago,Apartment,2,2,,Not Included,0,1 Year,Limited,Not Available,No,,No,,Outdoors only,,Professional,www.armoururban.com,"The Woods at Kings Grove is undergoing a major redevelopment, which includes new common areas as well as brand new individual units. These units are all located in newly renovated areas of the first floor with ample light, energy-efficient appliances, and premium fixtures.,Units will be available for move in between May 1 and July 1.,Given the high demand and limited availability, we do expect units to lease quickly. We encourage anyone interested to submit an application by visiting our website: https://www.armoururban.com/kings-wood-newunits"
Coming soon: Newly Renovated Bachelor Apartment,,"1000 Micmac Blvd., Dartmouth, NS, B3A 4M7",2024-03-06T00:35:09.000Z,a day ago,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,Limited,Not Available,No,,No,,Outdoors only,,Professional,www.armoururban.com,"The Woods at Kings Grove is undergoing a major redevelopment, which includes new common areas as well as brand new individual units. These units are all located in newly renovated areas of the first floor with ample light, energy-efficient appliances, and premium fixtures.,Units will be available for move in between May 1 and July 1.,Given the high demand and limited availability, we do expect units to lease quickly. We encourage anyone interested to submit an application by visting our website : https://www.armoururban.com/kings-wood-newunits"
Great Furnished 1 Bedroom on Quiet Street Downtown,1650,"5250 Smith St, Halifax, NS B3H 1M2",2024-03-06T00:37:38.000Z,a day ago,Duplex/Triplex,1,1,,Not Included,0,1 Year,No,600,Yes,,No,Balcony,No,,Owner,,"Hreat furnished 1 bedroom apartment on the end of a quiet street in a quiet building.
Steps from bus stops, Tims and grocery stores.
Rent includes water and the furnishings
Available May 1st.
In unit washer
"
"One bedroom apt for rent APRIL 1st 2024 near DAL, SMU, KINGS",1849,"Halifax, NS B3H 2K5",2024-03-06T00:52:23.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,900,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,"Bicycle Parking,Storage Space",Owner,,"Spacious One Bedroom Apartment (Oxford & York): Available April 1st, 2024 until August 31st, 2025.
 
Spacious One bedroom apartment available in Victorian property conveniently located on Oxford Street just minutes away from Dalhousie, SMU, King's College, trendy restaurants, Hospitals and the Quinpool Road shopping district.,Apartment features:,Heat, Water and Hot Water included.,Hardwood and ceramic flooring.,Spacious and bright living room and bedroom.,Located in prestigious and safe neighborhood.,Full bathroom with soak tub.,Private Balcony off the kitchen.,Coin operated washer and dryer located in basement of the building.,Secure, quiet, cat* friendly building.,Steps away from public transit and major bus routes.,Outside private parking available for rent.,Near Dalhousie, SMU and Kings College,Steps away from Conrose Sports Park, Sir Tupper James Elementary school, and St. Mary’s Boat Club.,Near Hospitals and major shopping districts,Rent: $1,849– Available April 1st 2024 until August 31, 2025.
To arrange a viewing, please respond to this kijiji ad."
"One bedroom Apt for rent September 1st near DAL, SMU, KINGS",1760,"Halifax, NS B3H 2K5",2024-03-06T00:59:09.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,700,No,"Laundry (In Building),Fridge / Freezer",No,,No,"Bicycle Parking,Storage Space",Owner,,"One Bedroom Apartment (Oxford & York): Available September 1st, 2024 until August 31st, 2025.
 
One bedroom Victorian apartment is conveniently located on Oxford Street just minutes away from Dalhousie, SMU, King's College, trendy restaurants, Hospitals and the Quinpool Road shopping district.,Apartment features:,Heat, Water and Hot Water included.,Hardwood and ceramic flooring.,Spacious bedroom with Period mouldings throughout.,Spacious and bright living room.,Located in prestigious and safe neighborhood.,Full bathroom with tub.,Coin operated washer and dryer located in basement of the building.,Front and Back Entry-main level of Victorian House,Secure, quiet, cat* friendly building.,Steps away from public transit and major bus routes.,Outside private parking available for rent.,Near Dalhousie, SMU and Kings College,Steps away from Conrose Sports Park, Sir Tupper James Elementary school, and St. Mary’s Boat Club.,Near Hospitals and major shopping districts,Rent: $1,760– Available September 1st. To arrange a viewing, please respond to this kijiji ad."
BEAUTIFUL 2 BEDROOM IN DARTMOUTH ON ROLEIKA DRIVE!,1496,"104 Roleika Dr., Dartmouth, NS, B2X 1M7",2024-03-06T01:00:00.000Z,a day ago,Condo,2,1,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,No,Elevator in Building,Professional,,"Dartmouth 2 BR- Apartment starting from $1,496 per month (includes Heat and Water!),Parking Available Onsite @ $25/month,Please contact our on-site Property Manager for more information and to set up a viewing at: (902) 462-3544 or at pinegreenpm@macdane.com,*Pictures may not show exact units,* Balconies are only available at 14 Churchill and 104 Roleika"
Royal Gardens - 2 Bedroom Apartment for Rent,2500,"671 Larry Uteck Boulevard, Bedford, NS, B3M 0J6",2024-03-06T01:34:15.000Z,a day ago,Apartment,2,2,,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Storage Space,Elevator in Building",Professional,,"Royal Gardens is conveniently located near Hemlock Ravine Park and Bicentennial Drive. With 89 suites, this six storey condo-style multi-residential community offers contemporary styles and finishes and an array of on-site amenities. ,.,GWL Realty Advisors Residential is dedicated to providing residents with swift, responsive service. Our buildings are impeccably clean and environmentally efficient. The company creates a sense of community within each property, while also connecting with the surrounding community through social-responsibility programs. We are consistently raising standards to elevate rental living to new heights of service, quality and innovation.,AMENITIES"
"Large Two Bedroom Flat at 6107 Willow Street, Halifax",2600,"6107 Willow Street, Halifax, NS",2024-03-06T02:17:36.000Z,a day ago,Apartment,2,1,"Hydro,Heat,Water",,1,1 Year,Limited,"1,100",No,,No,Yard,Outdoors only,,Owner,,"This ground floor flat is located on a quiet street, walking distance to Gladstone Medical Centre, Sobeys on Windsor, Agricola NSLC and the Halifax Commons. The apartment comes with high ceilings, hardwood floors, a usable yard, deck, and in unit laundry. New gas furnaces, propane stove and hot water, internet and all utilities are included in the rent. Parking for one car available at $100/month. Terms from four to 12 months are available. Ideal for a couple or two housemates."
1 Bedroom Apartment,1750,"Tobin Street, Halifax, NS",2024-03-06T05:16:27.000Z,about 23 hours ago,Apartment,Bachelor/Studio,1,"Hydro,Heat,Water",Not Included,0,1 Year,No,460,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Owner,,"Its an UNFURNISHED large (460 sft) 1 Bedroom (Studio Style) Apartment with large open balcony having stunning view of Halifax Harbor. You will have Plenty of natural Lights in the apartment all day. Its in the 6th floor of an well managed apartment building with lift. You will have Atlantic Superstore and Sobeys within 2 minutes of walking distance. Bus stops are within 1 minute of walking distance. 3 minutes bus ride to SMU and DAL. Location: 5252 Tobin St. Halifax.,The unit includes a dishwasher, fridge, stove. The rent covers Heat, Water, Hot Water and Electricity. Parking is available with fee. No Pet in the apartment.,**Lease take over from June 1st, 2024 with possibility of year to year contract renewal from September 1st, 2024**"
Downtown HFX Apt and Includes everything Even Wifi ,2500,"Clifton St, Halifax, NS B3K",2024-03-06T11:01:35.000Z,about 17 hours ago,Apartment,1,1,,Not Included,1,Month-to-month,Yes,"1,200",Yes,,Yes,,Outdoors only,,Owner,,"Beautiful apartment
One bedroom
Ready for immediate occupancy
5222 Kent st
Downtown south end HFX
Super close to Smu and Dalhousie
902 981 4936
No credit checks or references needed
No deposit either
Parking included
Extra beds to be provided if you want to have more family or friends to share with u
Includes wifi electricity and water
And parking
U don’t pay anything else but the rent
"
Bedford 3 Bedroom 2 Bath Apartment for Rent:,2985,"120 Tilbury Avenue, Bedford, NS, B4B 1A1",2024-03-06T11:05:43.000Z,about 17 hours ago,Apartment,3,2,,Not Included,0,1 Year,No,"1,533",No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca,"Brookside Terrace is a brand-new luxury rental apartment community with a mix of one, two, and three bedroom suites with optional dens. Tenants will have exclusive access to our on-site gym, social lounge with a full kitchen, and outdoor patios. Brookside Terrace has everything you need, including open-concept designs, in-suite laundry, large balconies, underground parking, and plenty of storage space., "
NEWLY RENOVATED 2BR plus Den South End Halifax!!,2595,"1472 Cathedral Lane, Halifax, NS, B3H 4L4",2024-03-06T12:07:32.000Z,about 16 hours ago,Apartment,2 + Den,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Gym,Elevator in Building",Professional,killamreit.com,"Overlooking the Public Gardens, Garden Park Apartments is in the heart of Halifax. Located along Spring Garden Road this terrific building is among shopping, fine dining, and main bus routes. Just a 10-15 minute walk to Dalhousie University, St. Marys University and hospitals, this location is excellent for students and professionals. Garden Park apartment offers quality apartments with modern finishes, underground parking, on-site staff, and an amazing rooftop patio. This building is the best area of Halifax with all your needs and entertainment within walking distance."
1br unit May 1st North End Halifax,1895,"Gottingen Street, Halifax, NS",2024-03-06T12:33:41.000Z,about 16 hours ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,539,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"#317- ($1725) May 1st. #425- ($1895) May 1st,The VÉLO puts you right in the heart of Halifax's energetic and eclectic North End - one of the hottest places to be right now - and just a quick walk or bike ride to the downtown.,Completed in 2018, the VÉLO is more than an apartment building, it’s a way of life.
Community amenities include:
Interesting retail shops on the ground floor such as Real Fake Meats, Vandal Doughnuts, Springhouse, Blue Collar Barbershop, G Street Pizza and Tusket Falls Beer Project.
•	Community gym
•	Rooftop BBQ patio with view of the harbour
•	Community Garden,Building and Apartment Unit Amenities Include:
•	Energy efficient In-floor heat
•	Air conditioning
•	Triple glazed windows for energy and sound reduction
•	Quartz countertops with eat in kitchens
•	In suite laundry plus stainless steel Fridge, Stove, Dishwasher, Microwave
•	Each unit has its own ventilation system
•	Pre-wired for Fibe TV and Internet service
•	Public transit at your door 3 to 4 blocks to Downtown and the Halifax Commons
•	Indoor bike parking and maintenance centre
•	Cats allowed. Sorry no dogs or other pets are permitted
•	All units have balconies (except studios)
•	Rent includes heat and hot water,** Please note that applications must be completed in full for viewing appointments.
http://veloapartments.ca/veloapply.php,http://www.veloapartments.ca/velo1bedden.php,http://www.veloapartments.ca/floorplans/SIMCO.pdf,*Pics are representative of units and may not be the specific unit for rent*"
2 Bedroom apartment in quiet building Bedford Waterfront Drive,2300,"Bedford, NS B4A 3J1",2024-03-06T12:37:17.000Z,about 16 hours ago,Condo,2,2,"Heat,Water",Not Included,1,1 Year,Limited,"1,118",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,"Yard,Balcony",No,"Storage Space,Elevator in Building",Owner,,"Lot of natural light, very quiet building located on Waterfront Drive in Bedford with convenient access to public transit, parks, walking trails and shopping areas. Wrap around veranda as well as access to a beautiful outdoor courtyard.
Living room 23'6""x12', kitchen 10'5""x8', Den/office 8'10""x8', Bedroom 14'1""x10'4"", Bedroom 11'x10'
A completed application form will be required prior to viewing"
1 AND 2 BEDROOMS AVAILABLE JUNE 1ST! DOWNTOWN HALIFAX!!,2125,"Queen Street, Halifax, NS",2024-03-06T12:56:02.000Z,about 16 hours ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,No,600,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"Discover the charm of The Mills.,Nestled in the heart of Halifax’s downtown core, The Mills offers the added advantage of award-winning restaurants, fabulous boutique shops, amazing nightlife and culture all at your front doorstep. The nearby parks, festivals, markets and historical sites are just a short stroll away. Experience downtown Halifax at its finest. Also located in close proximity to all neighborhood amenities, including grocery stores and medical centers. Not to mention conveniently located minutes from Hospitals and Universities while sitting on the public transit line.,Our luxuriously designed suites feature oversized windows flooding the space with natural light, creating a bright and vibrant atmosphere. This 1-bedroom 1 bath boasts spacious, open concept living complimented by high quality finishes.,Amenities include:
Stunning Rooftop Terrace
Social Room
4 Stainless Steel Appliances
In-Suite Laundry
Hourly Visitor Parking
Keyless Entry
No smoking
On-Site Staff
Storage Lockers
Underground Parking
Video Surveillance,Don’t miss out!!! CONTACT OUR LEASING DEPARTMENT TODAY.,902-446-1470
info@themillshfx.ca"
